Student_ID,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access,Parent_Education,Family_Income,Stress_Level,Sleep_Hours,Attendance_Percentage,Teacher_Quality,Learning_Style,Motivation_Level
382,55.6,51.8,56.1,60.6,54.6,44.5,53.9,F,1.8,Yes,No,None,High,Medium,6.2,66.1,Excellent,Auditory,Low
383,71.5,75.5,76.4,62.7,69.4,75.1,71.8,C,16.4,No,No,Master's,Medium,Medium,8.7,77.1,Good,Visual,Low
384,77.1,78.1,89.9,77.9,91.1,91.5,84.3,B,20.3,No,No,High School,Low,High,5.5,83.7,Good,Auditory,Low
385,70.0,62.4,70.9,58.4,67.7,68.4,66.3,D,4.3,Yes,Yes,Bachelor's,High,Low,5.5,97.8,Average,Auditory,Medium
386,55.9,55.4,61.7,62.5,53.4,45.8,55.8,F,1.2,Yes,Yes,High School,Low,Medium,7.4,89.3,Average,Reading/Writing,High
387,57.7,58.7,52.5,70.2,54.1,57.0,58.4,F,10.9,No,Yes,None,Low,High,6.5,81.0,Poor,Kinesthetic,Medium
388,66.7,67.1,68.7,69.6,58.2,59.5,65.0,D,1.4,No,Yes,Master's,Medium,Medium,6.6,98.9,Excellent,Reading/Writing,Medium
389,80.6,82.9,69.8,80.5,86.9,80.5,80.2,B,8.4,Yes,No,PhD,High,High,7.0,98.0,Excellent,Reading/Writing,High
390,93.2,96.2,82.7,92.6,93.7,96.1,92.4,A,17.3,No,No,Bachelor's,Low,Low,4.9,95.1,Good,Auditory,Low
391,56.5,64.5,61.2,61.1,58.9,71.8,62.3,D,13.7,Yes,No,High School,Medium,High,5.4,65.0,Poor,Visual,High
392,47.7,41.4,44.3,52.0,40.1,54.3,46.6,F,1.5,No,Yes,High School,Medium,High,5.0,64.1,Average,Reading/Writing,High
393,66.8,66.8,50.1,54.7,58.9,49.7,57.8,F,2.8,Yes,Yes,High School,Medium,High,7.0,78.9,Good,Auditory,Medium
394,74.8,76.4,73.4,85.6,78.3,79.2,78.0,C,23.1,No,No,Bachelor's,Medium,Medium,6.7,70.9,Poor,Auditory,Medium
395,64.5,77.0,72.9,74.3,68.4,77.9,72.5,C,7.8,Yes,Yes,High School,High,Medium,7.9,96.8,Poor,Auditory,Medium
396,68.1,67.0,71.3,67.1,73.0,56.4,67.1,D,5.1,No,Yes,High School,High,Low,4.4,96.4,Poor,Auditory,Low
397,74.0,77.3,74.7,79.0,72.5,70.1,74.6,C,19.9,Yes,Yes,Master's,High,Low,5.5,69.8,Good,Visual,Low
398,89.0,91.4,90.7,83.8,93.8,95.9,90.8,A,22.3,Yes,No,High School,Low,Medium,5.6,96.9,Excellent,Auditory,Low
399,45.5,45.1,43.3,43.8,50.9,57.1,47.6,F,3.2,Yes,Yes,PhD,High,High,6.8,69.9,Excellent,Visual,Low
400,83.4,82.3,84.6,73.9,85.4,87.1,82.8,B,18.0,Yes,Yes,High School,Low,Low,8.9,82.8,Excellent,Kinesthetic,Medium
401,87.8,78.3,83.3,86.2,90.4,87.5,85.6,B,19.2,No,Yes,High School,Low,High,6.2,83.1,Excellent,Reading/Writing,Medium
402,80.1,83.2,72.7,79.9,84.4,83.1,80.6,B,27.2,Yes,No,Bachelor's,Medium,Low,8.9,72.8,Excellent,Visual,Medium
403,56.4,59.3,67.8,56.2,70.5,70.9,63.5,D,1.2,No,No,Master's,High,High,7.8,92.2,Good,Auditory,High
404,58.8,63.6,71.6,64.0,59.7,74.1,65.3,D,16.2,Yes,Yes,Bachelor's,Medium,Low,7.1,66.7,Good,Visual,High
405,78.6,82.5,91.0,86.8,77.1,80.1,82.7,B,28.0,No,No,PhD,Low,High,7.6,62.7,Poor,Kinesthetic,Medium
406,88.3,90.9,82.6,87.7,89.6,95.0,89.0,B,28.4,No,Yes,Master's,Low,High,6.9,81.0,Good,Kinesthetic,Medium
407,68.8,72.7,84.1,74.5,81.4,72.7,75.7,C,14.2,No,No,None,High,High,5.9,93.7,Excellent,Kinesthetic,Medium
408,69.9,57.7,66.1,64.6,55.8,58.4,62.1,D,1.1,No,Yes,Bachelor's,High,Medium,6.4,82.3,Average,Auditory,High
409,69.1,62.8,61.6,71.6,63.3,68.9,66.2,D,13.0,Yes,No,Master's,Low,Medium,6.3,70.8,Good,Auditory,Medium
410,97.3,100,97.0,93.5,100,88.9,96.1,A,22.2,Yes,Yes,PhD,Medium,Low,8.7,99.8,Good,Kinesthetic,High
411,73.7,74.3,78.7,72.3,75.9,76.8,75.3,C,26.3,Yes,No,Master's,Low,Medium,6.8,71.9,Poor,Visual,Low
412,75.6,88.2,87.5,83.3,90.5,84.8,85.0,B,9.2,Yes,No,Master's,Low,Low,5.8,89.2,Average,Auditory,Low
413,75.2,80.5,87.7,77.4,78.6,77.4,79.5,C,14.5,No,No,PhD,Low,Medium,8.5,88.9,Good,Auditory,Medium
414,57.0,48.9,52.7,56.6,56.1,57.0,54.7,F,6.2,Yes,No,Master's,Medium,Medium,5.4,79.5,Excellent,Kinesthetic,Low
415,81.1,78.9,77.7,81.7,83.4,81.8,80.8,B,22.6,No,Yes,PhD,Medium,Medium,8.5,70.3,Good,Reading/Writing,Medium
416,82.2,88.8,90.8,87.2,89.2,83.2,86.9,B,21.3,No,Yes,PhD,Medium,Medium,6.4,80.1,Excellent,Auditory,Medium
417,56.8,69.5,56.9,67.0,69.9,56.9,62.8,D,10.6,No,Yes,Master's,Low,Low,6.4,78.5,Poor,Reading/Writing,Medium
418,75.6,70.7,66.8,82.2,66.5,65.9,71.3,C,25.9,Yes,Yes,PhD,Medium,Medium,6.0,61.1,Average,Visual,Low
419,71.3,80.2,81.1,77.5,73.8,82.4,77.7,C,23.6,Yes,Yes,PhD,Medium,High,6.9,66.8,Poor,Auditory,High
420,70.9,79.7,79.1,82.5,78.1,73.8,77.4,C,2.0,Yes,No,PhD,Low,High,4.9,96.5,Good,Reading/Writing,Low
421,71.1,74.9,84.9,78.3,75.5,73.0,76.3,C,13.5,No,No,Bachelor's,Low,Medium,8.1,80.5,Excellent,Auditory,High
422,75.0,84.9,68.9,80.2,75.7,69.8,75.8,C,12.5,Yes,Yes,Bachelor's,Medium,Medium,5.1,83.9,Average,Visual,Medium
423,41.5,49.9,50.9,54.5,36.3,53.5,47.8,F,1.3,No,Yes,Master's,Low,High,8.4,67.9,Poor,Auditory,Medium
424,92.1,90.3,94.0,80.3,99.9,87.3,90.6,A,27.4,No,No,Bachelor's,Medium,Low,4.6,89.0,Average,Kinesthetic,Low
425,72.6,80.2,70.5,69.4,72.5,82.3,74.6,C,16.3,No,No,Bachelor's,Low,Medium,8.5,91.5,Average,Auditory,Medium
426,97.1,98.0,100,100,100,98.8,99.0,A,27.9,Yes,No,Bachelor's,High,Low,6.7,80.4,Poor,Reading/Writing,Low
427,75.2,64.4,72.3,65.5,77.8,80.2,72.6,C,17.3,Yes,Yes,Master's,Medium,High,7.6,80.2,Excellent,Auditory,Low
428,49.1,51.1,57.1,47.0,61.8,63.5,54.9,F,1.4,No,Yes,None,Low,High,7.8,97.7,Excellent,Kinesthetic,High
429,73.2,79.5,73.8,80.8,78.8,75.4,76.9,C,12.3,No,Yes,Bachelor's,Low,Low,4.3,91.0,Poor,Reading/Writing,Medium
430,70.7,75.4,84.3,81.3,67.3,67.3,74.4,C,14.7,Yes,Yes,None,Low,Low,8.8,88.5,Good,Auditory,Medium
431,61.6,59.8,56.5,71.5,60.3,58.8,61.4,D,13.3,Yes,No,High School,High,Low,8.4,69.2,Poor,Reading/Writing,Medium
432,50.7,49.2,55.0,61.5,64.1,48.9,54.9,F,6.0,No,Yes,PhD,Medium,Low,6.7,65.4,Good,Visual,Medium
433,61.7,58.6,51.9,60.5,71.3,60.4,60.7,D,6.8,No,Yes,Bachelor's,Medium,Medium,7.7,71.3,Good,Auditory,Medium
434,69.3,65.5,71.4,82.0,62.7,62.9,69.0,D,15.4,No,Yes,Bachelor's,Medium,Medium,8.8,81.5,Excellent,Reading/Writing,High
435,63.5,69.4,75.2,67.4,76.8,70.0,70.4,C,20.4,No,No,PhD,Medium,High,7.6,63.0,Excellent,Visual,Medium
436,50.6,51.8,51.5,63.0,64.6,66.2,57.9,F,2.7,Yes,Yes,None,Low,High,8.9,94.8,Good,Kinesthetic,High
437,59.0,59.4,53.5,52.9,62.4,59.3,57.8,F,3.4,Yes,Yes,None,Low,High,4.6,94.3,Poor,Visual,High
438,54.3,54.5,49.3,45.6,48.0,41.6,48.9,F,3.5,Yes,Yes,Master's,High,High,5.6,76.8,Poor,Auditory,Medium
439,82.4,82.5,89.9,79.2,93.1,83.8,85.2,B,28.7,Yes,No,Bachelor's,High,Medium,5.1,73.0,Good,Visual,Low
440,89.1,87.8,76.7,86.6,72.2,86.7,83.2,B,15.9,Yes,No,Bachelor's,High,Medium,5.0,98.0,Good,Reading/Writing,Medium
441,65.0,64.8,63.4,67.4,54.2,63.9,63.1,D,9.7,Yes,No,None,Low,High,6.0,80.8,Excellent,Kinesthetic,Medium
442,98.6,100,100,96.3,98.0,100,98.8,A,22.7,Yes,Yes,PhD,Medium,High,5.0,80.7,Excellent,Kinesthetic,High
443,77.3,73.1,65.6,67.5,68.2,80.9,72.1,C,15.8,Yes,Yes,Master's,Medium,Low,4.7,78.9,Average,Reading/Writing,High
444,88.5,90.7,84.6,100,99.8,99.8,93.9,A,24.7,Yes,Yes,High School,High,Low,5.9,78.7,Excellent,Visual,Low
445,69.0,67.5,66.5,61.8,69.5,62.0,66.0,D,11.8,No,Yes,PhD,High,High,8.0,75.8,Poor,Reading/Writing,High
446,100,98.0,95.3,100,97.8,97.7,98.1,A,29.1,No,Yes,Master's,Medium,High,6.9,99.5,Excellent,Visual,Medium
447,100,99.0,99.4,100,100,95.6,99.0,A,28.6,Yes,Yes,Master's,Medium,High,7.9,80.1,Average,Reading/Writing,High
448,100,100,88.3,92.5,100,100,96.8,A,24.6,Yes,Yes,High School,Medium,High,8.7,81.7,Average,Reading/Writing,Medium
449,86.6,87.8,84.9,80.6,91.8,89.4,86.9,B,17.3,No,No,PhD,High,Medium,6.2,94.2,Good,Kinesthetic,Low
450,56.1,65.0,67.8,53.6,52.0,53.9,58.1,F,5.0,No,No,Bachelor's,Low,Medium,5.3,92.7,Poor,Visual,High
451,42.2,44.8,38.7,44.7,36.1,37.1,40.6,F,1.4,No,No,High School,High,High,4.3,68.7,Good,Reading/Writing,High
452,69.8,66.1,60.1,65.4,66.8,65.7,65.6,D,2.9,Yes,No,High School,Low,High,5.0,97.6,Excellent,Visual,Low
453,74.6,77.0,75.4,75.4,65.8,71.1,73.2,C,7.8,No,No,Master's,High,Medium,7.3,78.2,Good,Kinesthetic,Medium
454,79.1,66.5,68.4,72.0,63.6,65.5,69.2,D,10.1,No,Yes,Bachelor's,Medium,High,8.9,82.5,Good,Visual,Low
455,96.9,83.5,93.6,80.3,95.7,84.8,89.1,B,17.5,No,No,High School,Low,Medium,8.0,99.7,Average,Auditory,High
456,87.6,84.6,84.6,93.1,79.1,90.3,86.5,B,12.5,No,Yes,PhD,Low,Low,5.8,96.2,Good,Kinesthetic,Medium
457,57.8,55.1,70.0,59.0,65.1,56.2,60.5,D,10.8,Yes,No,High School,Medium,High,7.5,64.8,Good,Visual,High
458,82.4,82.9,90.1,93.1,88.0,92.2,88.1,B,21.4,Yes,No,Master's,High,Low,6.4,73.4,Poor,Auditory,Low
459,79.0,74.5,77.1,70.5,76.9,67.0,74.2,C,9.8,No,Yes,Bachelor's,Medium,Medium,5.1,89.6,Poor,Reading/Writing,High
460,89.9,95.0,91.5,94.4,95.3,81.7,91.3,A,24.4,Yes,No,Master's,Low,Medium,4.4,79.6,Good,Kinesthetic,High
461,63.5,72.7,59.7,57.2,59.5,67.1,63.3,D,12.3,Yes,Yes,High School,Low,High,8.8,83.3,Poor,Auditory,Medium
462,76.5,79.1,76.2,76.4,78.1,77.8,77.4,C,17.8,Yes,No,PhD,Medium,High,4.7,92.0,Excellent,Reading/Writing,Medium
463,58.0,64.6,65.8,55.5,56.5,70.5,61.8,D,5.5,Yes,Yes,PhD,Low,Medium,7.2,95.0,Poor,Visual,Medium
464,51.7,58.1,48.4,57.2,60.3,56.8,55.4,F,5.4,No,Yes,High School,High,Low,4.3,89.1,Poor,Visual,Low
465,42.8,39.9,38.5,49.1,51.3,53.6,45.9,F,2.5,No,Yes,Master's,High,Medium,8.4,71.7,Poor,Reading/Writing,Low
466,84.3,85.6,82.2,81.1,86.7,72.1,82.0,B,23.2,No,Yes,Master's,Low,High,4.5,70.6,Excellent,Auditory,Medium
467,70.9,77.9,72.9,83.0,84.2,79.8,78.1,C,21.0,No,No,High School,High,Low,8.0,64.2,Average,Kinesthetic,Medium
468,41.3,46.5,51.8,55.5,41.3,43.4,46.6,F,2.7,Yes,Yes,PhD,High,Low,7.3,66.2,Good,Auditory,Low
469,85.0,77.3,78.4,93.4,81.7,87.6,83.9,B,9.8,No,No,Master's,High,High,8.8,96.5,Excellent,Visual,Low
470,75.8,86.0,73.8,76.0,81.6,91.0,80.7,B,22.8,Yes,Yes,None,Medium,High,8.6,77.6,Excellent,Auditory,High
471,79.1,77.4,77.8,70.8,84.2,67.2,76.1,C,15.7,Yes,Yes,PhD,High,High,6.5,62.0,Good,Visual,Medium
472,70.6,75.2,68.1,66.8,76.0,60.5,69.5,D,10.2,No,Yes,High School,Medium,High,7.6,74.9,Excellent,Visual,Medium
473,61.1,55.4,53.5,47.5,57.1,62.6,56.2,F,1.0,No,No,PhD,Medium,Low,8.5,82.2,Average,Auditory,Medium
474,49.5,56.5,65.3,53.9,53.7,47.0,54.3,F,6.9,No,Yes,Bachelor's,Medium,Medium,5.1,68.4,Poor,Auditory,Low
475,100,96.0,100,91.3,95.3,100,97.1,A,22.4,Yes,Yes,PhD,Medium,Low,4.9,99.5,Average,Auditory,High
476,96.3,91.8,84.8,84.8,92.8,94.6,90.9,A,22.8,No,No,None,Low,Low,7.6,82.3,Good,Kinesthetic,Low
477,77.8,84.9,71.5,69.0,75.2,86.4,77.5,C,13.7,Yes,Yes,Master's,Low,High,4.7,96.5,Good,Kinesthetic,High
478,59.1,49.8,57.9,56.1,50.3,44.3,52.9,F,2.4,Yes,Yes,None,Medium,Low,7.8,60.0,Average,Auditory,Low
479,76.9,91.1,91.5,75.7,89.8,86.4,85.2,B,21.4,No,Yes,Master's,Low,High,4.8,89.6,Average,Kinesthetic,Low
480,69.6,67.6,65.9,71.2,69.2,61.2,67.5,D,19.4,Yes,No,None,Low,Medium,6.1,72.7,Excellent,Reading/Writing,High
481,94.4,100,100,88.4,96.8,100,96.6,A,24.4,Yes,Yes,Master's,Medium,Low,5.3,99.7,Excellent,Visual,Low
482,94.5,100,96.5,100,90.9,100,97.0,A,26.5,No,No,High School,Medium,Low,7.4,87.5,Excellent,Visual,Medium
483,54.3,53.8,45.0,50.0,48.0,43.4,49.1,F,1.4,No,Yes,Bachelor's,Low,High,6.8,74.0,Good,Visual,Low
484,63.3,72.6,72.6,62.6,58.4,61.8,65.2,D,9.1,No,No,None,Medium,Low,4.9,92.3,Average,Visual,High
485,63.7,65.3,69.6,67.9,65.6,59.2,65.2,D,5.4,No,Yes,PhD,High,Medium,4.9,98.7,Good,Visual,Low
486,86.4,84.6,75.6,90.9,76.1,86.9,83.4,B,14.7,Yes,Yes,PhD,High,Low,5.5,85.4,Poor,Reading/Writing,High
487,95.7,98.8,87.5,98.3,99.0,100,96.5,A,19.6,Yes,No,Master's,Medium,High,7.7,94.8,Excellent,Visual,Medium
488,69.5,66.7,61.3,79.1,68.3,78.0,70.5,C,6.9,No,No,None,Medium,Medium,7.9,99.0,Good,Kinesthetic,High
489,94.0,90.4,94.2,95.3,88.4,87.4,91.6,A,28.3,Yes,Yes,None,Medium,Low,5.4,79.1,Poor,Kinesthetic,High
490,78.9,73.7,65.9,68.9,68.2,68.2,70.6,C,5.5,Yes,No,PhD,High,High,6.0,96.9,Poor,Kinesthetic,High
491,57.4,60.3,64.3,60.3,64.3,65.9,62.1,D,10.9,No,No,PhD,High,Medium,8.5,82.1,Excellent,Visual,Medium
492,49.1,48.4,35.4,53.1,48.4,47.6,47.0,F,1.9,Yes,No,Bachelor's,High,High,4.8,63.0,Average,Auditory,High
493,99.4,92.2,100,88.8,87.4,99.9,94.6,A,28.0,Yes,No,PhD,Medium,Low,7.0,74.0,Poor,Visual,High
494,85.3,74.1,74.7,70.5,86.3,75.1,77.7,C,21.2,Yes,Yes,None,Medium,Medium,8.3,72.1,Average,Auditory,High
495,97.0,100,100,99.9,95.6,96.3,98.1,A,23.7,Yes,Yes,PhD,High,Low,5.1,90.8,Average,Reading/Writing,High
496,74.8,68.9,66.8,69.2,85.0,68.2,72.1,C,15.3,Yes,No,Bachelor's,Low,High,4.4,83.0,Excellent,Kinesthetic,High
497,49.9,58.3,53.8,44.6,62.6,62.0,55.2,F,7.3,Yes,Yes,PhD,Low,High,7.7,78.8,Excellent,Reading/Writing,Medium
498,80.2,81.4,74.5,78.8,75.0,70.3,76.7,C,15.6,Yes,Yes,Master's,High,High,5.1,94.7,Average,Kinesthetic,High
499,71.6,72.4,76.7,76.1,82.3,75.0,75.7,C,27.6,No,Yes,PhD,Low,Medium,5.5,69.4,Good,Auditory,High
500,100,100,96.0,96.1,100,100,98.7,A,23.4,No,No,Master's,Low,High,8.2,87.8,Poor,Auditory,Medium
501,69.8,76.9,79.5,71.5,65.5,83.1,74.4,C,10.9,No,No,High School,Medium,High,4.2,78.2,Excellent,Kinesthetic,Low
502,87.2,91.0,88.4,92.5,75.9,82.7,86.3,B,26.3,Yes,No,Master's,High,Low,7.9,64.2,Good,Reading/Writing,High
503,77.4,85.3,86.2,74.4,76.7,84.6,80.8,B,27.9,Yes,Yes,None,Medium,High,8.5,77.8,Good,Visual,Medium
504,63.4,58.9,70.7,68.1,69.1,64.6,65.8,D,11.5,Yes,Yes,Bachelor's,Medium,Medium,7.7,65.2,Average,Visual,Medium
505,56.8,55.5,66.3,71.4,58.6,55.1,60.6,D,3.0,No,No,Master's,Medium,Medium,5.1,79.1,Good,Auditory,Medium
506,42.3,35.8,46.5,44.2,33.8,45.2,41.3,F,6.5,No,Yes,PhD,Low,Medium,4.4,63.8,Excellent,Visual,Low
507,67.5,54.9,69.8,69.2,71.0,61.3,65.6,D,3.0,Yes,No,Bachelor's,High,Medium,5.8,81.4,Poor,Visual,High
508,65.8,60.4,66.2,57.7,58.6,54.8,60.6,D,12.6,Yes,No,Bachelor's,Medium,Low,6.9,72.3,Good,Visual,Medium
509,69.4,68.7,83.6,80.4,78.6,76.4,76.2,C,26.7,No,Yes,Bachelor's,Medium,High,7.8,64.1,Excellent,Kinesthetic,High
510,55.9,59.6,57.6,47.9,50.8,51.4,53.9,F,3.8,Yes,Yes,None,High,Low,4.0,79.4,Poor,Auditory,High
511,72.0,67.2,68.3,63.3,79.7,65.1,69.3,D,13.4,No,Yes,Master's,Medium,High,6.5,70.4,Poor,Reading/Writing,Medium
512,81.3,75.6,82.7,82.7,89.7,87.6,83.3,B,28.2,No,Yes,Bachelor's,Low,Low,4.3,71.7,Excellent,Visual,Medium
513,60.0,56.7,56.0,60.4,63.1,57.0,58.9,F,6.0,No,No,None,High,Medium,7.0,75.0,Poor,Auditory,High
514,69.1,75.1,64.1,68.7,66.5,80.7,70.7,C,16.1,Yes,No,None,High,Low,7.3,65.2,Good,Reading/Writing,High
515,77.7,72.0,63.4,65.3,76.1,64.1,69.8,D,15.1,No,No,High School,High,Low,5.4,78.1,Good,Auditory,Medium
516,43.6,50.6,50.5,43.3,58.6,55.2,50.3,F,7.0,No,No,High School,High,Medium,6.8,65.9,Good,Visual,Medium
517,63.1,63.5,61.7,63.8,68.4,74.8,65.9,D,9.9,Yes,No,High School,Low,Low,4.4,83.7,Good,Auditory,Low
518,82.0,79.7,74.6,86.4,78.4,84.4,80.9,B,18.8,No,Yes,Bachelor's,Medium,Low,8.8,81.8,Good,Visual,Low
519,84.2,75.6,88.2,77.8,80.1,85.5,81.9,B,12.6,Yes,No,Bachelor's,High,Low,6.1,96.7,Poor,Reading/Writing,High
520,84.5,91.4,90.1,80.5,90.9,90.2,87.9,B,16.1,Yes,Yes,High School,Medium,Medium,7.6,92.8,Good,Kinesthetic,Medium
521,60.1,63.6,55.4,50.6,67.6,61.0,59.7,F,8.2,No,Yes,PhD,Low,Medium,4.5,66.7,Good,Kinesthetic,Medium
522,94.9,100,90.8,94.0,99.4,95.2,95.7,A,29.0,No,Yes,Bachelor's,Medium,Medium,4.4,87.7,Poor,Reading/Writing,High
523,85.6,86.2,87.8,85.8,79.4,94.6,86.6,B,21.2,No,No,None,High,Low,8.4,93.7,Excellent,Visual,Low
524,71.5,86.5,79.1,86.5,82.2,89.0,82.5,B,28.1,No,No,High School,Medium,Low,8.9,71.2,Excellent,Visual,High
525,76.0,78.2,66.8,74.5,65.1,73.8,72.4,C,16.4,No,Yes,None,Medium,Low,6.0,62.7,Excellent,Visual,High
526,70.5,70.2,64.5,80.5,74.4,78.1,73.0,C,5.7,No,Yes,Bachelor's,Low,High,5.3,96.3,Good,Auditory,High
527,74.4,69.1,79.1,68.0,70.0,70.2,71.8,C,11.5,No,No,Master's,Medium,Low,5.3,76.3,Excellent,Reading/Writing,High
528,80.7,82.1,91.1,72.7,73.2,82.8,80.4,B,18.8,No,No,Master's,Medium,Medium,7.6,97.0,Good,Kinesthetic,Medium
529,68.6,64.5,65.9,70.9,80.5,62.3,68.8,D,14.2,No,Yes,PhD,Low,High,8.4,84.5,Average,Visual,Medium
530,68.9,79.7,65.0,63.9,75.5,75.0,71.3,C,8.3,No,Yes,High School,Medium,Low,6.4,83.8,Average,Kinesthetic,High
531,87.8,71.9,84.9,73.3,89.5,72.7,80.0,B,24.6,Yes,No,Bachelor's,Medium,Medium,6.5,67.8,Excellent,Auditory,Low
532,58.1,57.1,53.5,50.4,62.3,48.6,55.0,F,6.6,Yes,No,Bachelor's,High,Low,6.4,66.0,Good,Auditory,Low
533,87.6,89.3,92.1,90.5,84.0,89.8,88.9,B,25.0,No,No,Master's,Low,Low,5.3,93.8,Average,Reading/Writing,Medium
534,100,91.2,100,94.5,98.4,89.3,95.6,A,27.0,Yes,Yes,None,Medium,Low,6.2,79.1,Excellent,Auditory,High
535,62.1,59.3,60.4,65.5,68.7,53.2,61.5,D,10.8,No,No,Bachelor's,Medium,Low,7.8,67.8,Average,Visual,Low
536,85.8,74.6,73.6,78.0,80.6,71.5,77.4,C,9.0,No,Yes,PhD,High,Low,7.9,98.3,Average,Kinesthetic,High
537,61.9,60.4,65.6,60.0,61.8,60.2,61.6,D,18.4,Yes,Yes,Bachelor's,Medium,Medium,8.8,64.3,Average,Kinesthetic,Low
538,85.4,84.2,95.7,82.9,83.6,91.8,87.3,B,29.3,No,Yes,PhD,Medium,Medium,5.3,77.5,Poor,Reading/Writing,High
539,83.4,71.8,73.4,73.6,73.7,85.8,77.0,C,10.4,Yes,Yes,Bachelor's,Medium,Medium,7.6,87.1,Excellent,Kinesthetic,Medium
540,63.6,69.2,80.4,65.8,74.4,71.0,70.7,C,6.0,Yes,Yes,Bachelor's,Medium,Medium,7.2,98.7,Poor,Kinesthetic,High
541,45.6,55.3,56.3,47.6,43.9,58.9,51.3,F,1.3,No,No,Bachelor's,Medium,Low,5.7,66.9,Excellent,Reading/Writing,High
542,72.1,83.4,73.8,72.2,70.8,87.6,76.6,C,5.4,No,Yes,Bachelor's,High,Medium,5.2,99.4,Good,Kinesthetic,High
543,65.8,63.5,61.1,61.3,65.4,68.4,64.2,D,9.0,Yes,No,None,Low,Low,7.1,72.9,Excellent,Visual,Low
544,68.6,69.4,72.3,60.7,76.8,62.5,68.4,D,19.8,Yes,No,Master's,High,Low,4.7,72.6,Good,Auditory,Low
545,90.8,94.3,94.0,90.0,95.4,80.4,90.8,A,21.9,Yes,Yes,Master's,Medium,Low,5.4,78.0,Excellent,Reading/Writing,Low
546,95.4,86.4,87.2,84.0,100,84.6,89.6,B,29.5,Yes,Yes,None,Medium,High,4.2,61.5,Poor,Visual,High
547,65.1,71.1,67.5,65.9,61.3,61.8,65.5,D,11.8,Yes,No,None,Medium,High,8.3,64.9,Average,Kinesthetic,Medium
548,73.4,72.5,79.8,65.0,63.3,65.4,69.9,D,4.3,No,No,Bachelor's,Medium,Low,4.6,89.2,Average,Reading/Writing,High
549,79.5,91.2,91.5,84.9,87.5,87.2,87.0,B,20.8,Yes,No,High School,Low,High,5.0,80.1,Good,Reading/Writing,High
550,78.0,76.9,78.9,71.4,61.3,63.3,71.6,C,17.0,No,Yes,Master's,Low,Medium,6.9,66.3,Average,Kinesthetic,Low
551,73.1,63.2,59.4,73.6,72.3,62.5,67.4,D,8.1,No,No,None,High,Low,6.5,96.0,Average,Auditory,Medium
552,74.6,78.6,82.5,86.7,77.6,74.0,79.0,C,20.7,Yes,No,PhD,High,Low,5.6,88.0,Average,Visual,Medium
553,66.1,62.9,55.1,58.7,72.9,59.5,62.5,D,6.0,No,Yes,PhD,Medium,High,7.4,78.0,Average,Reading/Writing,Low
554,56.4,59.1,63.2,59.9,56.6,55.5,58.4,F,4.5,Yes,No,High School,Low,Low,8.1,92.2,Poor,Visual,High
555,36.1,43.6,47.2,50.3,51.4,51.0,46.6,F,6.1,No,Yes,PhD,High,Low,5.0,60.0,Excellent,Reading/Writing,High
556,90.7,82.6,87.0,91.1,77.6,76.4,84.2,B,21.4,No,Yes,Bachelor's,Medium,Medium,7.2,95.7,Poor,Reading/Writing,High
557,72.3,79.9,79.7,75.2,74.4,82.5,77.3,C,18.7,Yes,No,Bachelor's,Medium,Low,8.6,62.0,Good,Kinesthetic,High
558,69.4,71.4,79.8,70.6,73.5,65.9,71.8,C,18.1,Yes,Yes,None,High,Medium,8.9,77.2,Average,Auditory,Low
559,73.2,77.2,75.4,82.0,71.3,83.7,77.1,C,14.5,No,Yes,None,Low,High,8.7,91.8,Poor,Kinesthetic,High
560,55.4,50.7,55.6,51.2,57.2,48.9,53.2,F,8.8,No,No,PhD,Medium,Low,8.7,68.3,Good,Visual,High
561,80.9,86.7,92.6,81.2,74.4,78.3,82.4,B,24.4,Yes,Yes,Bachelor's,Medium,Medium,6.2,86.7,Poor,Kinesthetic,Low
562,100,100,100,94.6,93.9,95.7,97.4,A,28.9,Yes,Yes,None,Low,Low,8.2,94.5,Good,Visual,Low
563,39.3,38.7,43.6,52.0,49.0,45.2,44.6,F,3.2,Yes,Yes,PhD,High,Medium,6.4,73.5,Excellent,Reading/Writing,Medium
564,80.0,85.3,90.6,85.8,91.3,93.8,87.8,B,23.1,No,No,Master's,High,Medium,7.2,73.9,Excellent,Visual,Medium
565,56.9,52.4,67.9,68.2,67.6,65.0,63.0,D,11.8,No,No,High School,Medium,Medium,5.3,65.1,Good,Kinesthetic,Low
566,71.0,67.5,68.0,80.0,70.4,82.4,73.2,C,16.3,No,Yes,High School,High,Medium,6.5,69.8,Excellent,Auditory,High
567,75.6,64.8,80.7,80.8,79.3,78.0,76.5,C,4.6,Yes,No,PhD,Low,Low,7.5,91.9,Good,Kinesthetic,Low
568,55.2,46.9,42.7,57.7,45.7,55.3,50.6,F,1.3,Yes,No,Master's,Medium,Medium,5.6,73.5,Excellent,Reading/Writing,Low
569,48.9,44.6,53.4,45.0,50.6,52.1,49.1,F,2.0,No,Yes,Master's,High,Low,8.3,77.0,Poor,Visual,Low
570,82.9,75.3,79.4,78.5,74.3,91.7,80.4,B,25.3,No,No,Bachelor's,Low,Medium,6.0,70.4,Good,Auditory,Low
571,83.2,92.7,87.4,90.7,88.5,78.7,86.9,B,9.9,Yes,No,High School,Low,Low,6.1,98.3,Average,Reading/Writing,High
